fips,state_abbr,county_name,ahrf_pop_est_2020,ahrf_pop_den_2010,ahrf_phys_pricare,ahrf_phys_total,ahrf_hosp_total,ahrf_hosp_cah,ahrf_hosp_with_ed,ahrf_hosp_with_offcampus_ed,ahrf_hosp_with_pedsed,ahrf_hosp_with_traumactr,ahrf_ed_visits,ahrf_ed_visits_per_capita,ahrf_phys_pricare_per_2000,chr_healthoutcomes_rank,chr_healthoutcomes_quartile,chr_healthfactors_rank,chr_healthfactors_quartile,chr_lengthoflife_rank,chr_lengthoflife_quartile,chr_qualityoflife_rank,chr_qualityoflife_quartile,chr_healthbehaviors_rank,chr_healthbehaviors_quartile,chr_clinicalcare_rank,chr_clinicalcare_quartile,chr_sesfactors_rank,chr_sesfactors_quartile,chr_physenv_rank,chr_physenv_quartile,svi_perc,svi_ses_perc,svi_hcd_perc,svi_msl_perc,svi_htt_perc,syn_provider_count,comm_health_needs_score
13139,GA,Hall County,206591.0,457.5,122.0,415.0,1.0,0.0,1.0,0.0,0.0,1.0,155025.0,0.75,1.18,10.0,1.0,32.0,1.0,10.0,1.0,16.0,1.0,19.0,1.0,84.0,3.0,40.0,1.0,26.0,1.0,0.6618,0.5045,0.3594,0.9236,0.6527,29.0,-2.46
13141,GA,Hancock County,8494.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,159.0,4.0,159.0,4.0,157.0,4.0,159.0,4.0,153.0,4.0,73.0,2.0,159.0,4.0,152.0,4.0,0.7984,0.8322,0.1945,0.5864,0.921,4.0,3.92
13143,GA,Haralson County,30383.0,102.0,12.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,25582.0,0.84,0.79,90.0,3.0,79.0,2.0,124.0,4.0,59.0,2.0,64.0,2.0,111.0,3.0,83.0,3.0,59.0,2.0,0.5427,0.6325,0.8962,0.2856,0.2859,12.0,0.7
13145,GA,Harris County,36080.0,69.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,9.0,1.0,7.0,1.0,17.0,1.0,7.0,1.0,15.0,1.0,8.0,1.0,6.0,1.0,60.0,2.0,0.1341,0.2573,0.3948,0.3225,0.0519,1.0,-6.06
13147,GA,Hart County,26406.0,108.5,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,47.0,2.0,57.0,2.0,26.0,1.0,73.0,2.0,72.0,2.0,86.0,3.0,41.0,2.0,46.0,2.0,0.7194,0.7194,0.8434,0.6164,0.3897,5.0,-1.79
13149,GA,Heard County,11973.0,40.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,88.0,3.0,100.0,3.0,111.0,3.0,64.0,2.0,76.0,2.0,103.0,3.0,104.0,3.0,148.0,4.0,0.7232,0.8146,0.5107,0.5021,0.567,3.0,0.64
13151,GA,Henry County,239139.0,633.1,113.0,335.0,1.0,0.0,1.0,0.0,0.0,0.0,90307.0,0.38,0.95,22.0,1.0,21.0,1.0,23.0,1.0,30.0,1.0,11.0,1.0,17.0,1.0,32.0,1.0,127.0,4.0,0.3137,0.3768,0.461,0.8364,0.0474,51.0,-4.27
13153,GA,Houston County,160110.0,372.5,88.0,215.0,2.0,0.0,2.0,0.0,0.0,0.0,76306.0,0.48,1.1,25.0,1.0,16.0,1.0,34.0,1.0,25.0,1.0,23.0,1.0,35.0,1.0,18.0,1.0,98.0,3.0,0.5669,0.4869,0.5852,0.788,0.4031,38.0,-3.34
13155,GA,Irwin County,9387.0,26.9,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1143.0,0.12,0.64,147.0,4.0,83.0,3.0,141.0,4.0,140.0,4.0,85.0,3.0,91.0,3.0,91.0,3.0,24.0,1.0,0.8408,0.9481,0.8322,0.6154,0.3849,6.0,1.78
13157,GA,Jackson County,76199.0,178.1,44.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,38993.0,0.51,1.15,15.0,1.0,15.0,1.0,24.0,1.0,18.0,1.0,27.0,1.0,30.0,1.0,17.0,1.0,89.0,3.0,0.3516,0.4436,0.327,0.6784,0.1735,12.0,-4.44
13159,GA,Jasper County,14483.0,37.8,5.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,3650.0,0.25,0.69,64.0,2.0,55.0,2.0,59.0,2.0,69.0,2.0,62.0,2.0,47.0,2.0,51.0,2.0,142.0,4.0,0.6927,0.8538,0.4982,0.5759,0.3493,4.0,-1.0
13161,GA,Jeff Davis County,15213.0,45.6,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,8257.0,0.54,0.26,114.0,3.0,122.0,4.0,97.0,3.0,133.0,4.0,148.0,4.0,133.0,4.0,98.0,3.0,67.0,2.0,0.9373,0.8717,0.9086,0.7892,0.8344,3.0,3.9
13163,GA,Jefferson County,15267.0,32.2,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3930.0,0.26,0.66,137.0,4.0,153.0,4.0,131.0,4.0,138.0,4.0,145.0,4.0,141.0,4.0,144.0,4.0,132.0,4.0,0.9439,0.9366,0.7924,0.7415,0.9032,11.0,3.78
13165,GA,Jenkins County,8746.0,24.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3490.0,0.4,0.69,132.0,4.0,140.0,4.0,85.0,3.0,153.0,4.0,150.0,4.0,124.0,4.0,129.0,4.0,28.0,1.0,0.8283,0.8207,0.5724,0.8953,0.5301,6.0,3.21
13167,GA,Johnson County,9667.0,32.9,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,122.0,4.0,108.0,3.0,140.0,4.0,99.0,3.0,140.0,4.0,77.0,2.0,111.0,3.0,44.0,2.0,0.9061,0.9417,0.375,0.4183,0.993,4.0,1.1
13169,GA,Jones County,28787.0,72.8,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,32.0,1.0,17.0,1.0,32.0,1.0,40.0,1.0,38.0,1.0,23.0,1.0,13.0,1.0,90.0,3.0,0.3793,0.6248,0.5887,0.3206,0.134,6.0,-3.88
13171,GA,Lamar County,19261.0,99.8,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,106.0,3.0,61.0,2.0,118.0,3.0,91.0,3.0,55.0,2.0,53.0,2.0,63.0,2.0,119.0,3.0,0.4917,0.8583,0.056,0.4034,0.3699,2.0,-1.2
13173,GA,Lanier County,10737.0,54.4,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,7306.0,0.68,0.0,67.0,2.0,84.0,3.0,67.0,2.0,71.0,2.0,78.0,2.0,139.0,4.0,65.0,2.0,29.0,1.0,0.8697,0.9471,0.8755,0.3817,0.6995,3.0,2.54
13175,GA,Laurens County,47512.0,60.0,41.0,123.0,2.0,0.0,0.0,0.0,0.0,0.0,42350.0,0.89,1.73,133.0,4.0,82.0,3.0,145.0,4.0,107.0,3.0,110.0,3.0,20.0,1.0,109.0,3.0,65.0,2.0,0.8013,0.7659,0.788,0.4935,0.7622,14.0,1.26
13177,GA,Lee County,30234.0,79.5,18.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,33.0,1.0,8.0,1.0,45.0,2.0,24.0,1.0,26.0,1.0,10.0,1.0,7.0,1.0,30.0,1.0,0.3519,0.4586,0.355,0.4015,0.3101,2.0,-5.45
13179,GA,Liberty County,63004.0,129.6,19.0,52.0,2.0,1.0,0.0,0.0,0.0,0.0,20482.0,0.33,0.6,61.0,2.0,52.0,2.0,73.0,2.0,45.0,2.0,109.0,3.0,34.0,1.0,33.0,1.0,69.0,2.0,0.8882,0.7283,0.6921,0.8647,0.9195,12.0,-0.03
13181,GA,Lincoln County,8031.0,38.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,42.0,2.0,70.0,2.0,25.0,1.0,61.0,2.0,79.0,2.0,48.0,2.0,74.0,2.0,116.0,3.0,0.5564,0.6296,0.7654,0.4912,0.2904,1.0,-1.95
13183,GA,Long County,20171.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,49.0,2.0,12.0,1.0,62.0,2.0,54.0,2.0,126.0,4.0,35.0,1.0,11.0,1.0,0.8271,0.871,0.8803,0.8612,0.2461,2.0,-0.79
13185,GA,Lowndes County,118268.0,220.2,67.0,218.0,2.0,0.0,0.0,0.0,0.0,0.0,39577.0,0.33,1.13,66.0,2.0,53.0,2.0,62.0,2.0,74.0,2.0,53.0,2.0,61.0,2.0,58.0,2.0,76.0,2.0,0.8662,0.8312,0.3136,0.7529,0.9398,29.0,-0.87
13187,GA,Lumpkin County,34186.0,105.9,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,38.0,1.0,34.0,1.0,50.0,2.0,23.0,1.0,22.0,1.0,99.0,3.0,31.0,1.0,56.0,2.0,0.4338,0.6067,0.1232,0.489,0.4358,6.0,-3.53
13189,GA,McDuffie County,21162.0,85.0,11.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,18749.0,0.89,1.04,146.0,4.0,112.0,3.0,153.0,4.0,128.0,4.0,103.0,3.0,62.0,2.0,121.0,4.0,138.0,4.0,0.9376,0.9025,0.8637,0.7036,0.8854,4.0,3.88
13191,GA,McIntosh County,14387.0,33.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.0,68.0,2.0,115.0,3.0,86.0,3.0,81.0,3.0,40.0,1.0,89.0,3.0,36.0,1.0,0.5863,0.7073,0.8558,0.4728,0.2085,0.0,0.25
13193,GA,Macon County,12712.0,36.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6293.0,0.5,0.16,149.0,4.0,156.0,4.0,133.0,4.0,151.0,4.0,139.0,4.0,129.0,4.0,156.0,4.0,146.0,4.0,0.9312,0.9892,0.3346,0.737,0.9201,7.0,5.45
13195,GA,Madison County,30457.0,99.6,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,48.0,2.0,59.0,2.0,49.0,2.0,49.0,2.0,56.0,2.0,120.0,4.0,39.0,1.0,75.0,2.0,0.6417,0.785,0.694,0.6259,0.2168,4.0,-1.44
13197,GA,Marion County,8516.0,23.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,73.0,2.0,87.0,3.0,63.0,2.0,94.0,3.0,76.0,2.0,66.0,2.0,53.0,2.0,0.8519,0.9201,0.3432,0.8914,0.5938,3.0,0.76
13199,GA,Meriwether County,21164.0,43.9,6.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,1709.0,0.08,0.57,144.0,4.0,154.0,4.0,151.0,4.0,127.0,4.0,127.0,4.0,134.0,4.0,152.0,4.0,156.0,4.0,0.8701,0.857,0.9147,0.454,0.7794,10.0,3.4
13201,GA,Miller County,5622.0,21.7,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4815.0,0.86,0.71,158.0,4.0,86.0,3.0,159.0,4.0,96.0,3.0,108.0,3.0,150.0,4.0,36.0,1.0,68.0,2.0,0.7799,0.7726,0.6466,0.3387,0.8819,5.0,3.45
13205,GA,Mitchell County,21602.0,45.9,9.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,13142.0,0.61,0.83,134.0,4.0,142.0,4.0,129.0,4.0,137.0,4.0,147.0,4.0,79.0,2.0,145.0,4.0,79.0,2.0,0.9879,0.9777,0.8446,0.8497,0.9592,7.0,4.17
13207,GA,Monroe County,28042.0,66.8,16.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,1963.0,0.07,1.14,59.0,2.0,29.0,1.0,68.0,2.0,50.0,2.0,20.0,1.0,21.0,1.0,34.0,1.0,129.0,4.0,0.4596,0.5162,0.0831,0.5632,0.6762,7.0,-3.76
13209,GA,Montgomery County,9012.0,38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2.0,75.0,2.0,65.0,2.0,79.0,2.0,80.0,2.0,117.0,3.0,62.0,2.0,27.0,1.0,0.8465,0.8443,0.2327,0.8551,0.8532,1.0,0.76
13211,GA,Morgan County,19636.0,51.4,8.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,2153.0,0.11,0.81,34.0,1.0,26.0,1.0,57.0,2.0,12.0,1.0,33.0,1.0,29.0,1.0,27.0,1.0,37.0,1.0,0.2446,0.3688,0.3063,0.6797,0.0538,7.0,-4.56
13213,GA,Murray County,40032.0,115.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,19797.0,0.49,0.35,73.0,2.0,111.0,3.0,70.0,2.0,76.0,2.0,65.0,2.0,132.0,4.0,126.0,4.0,81.0,3.0,0.7134,0.8662,0.4339,0.7281,0.305,5.0,1.62
13215,GA,Muscogee County,196442.0,877.5,210.0,598.0,5.0,0.0,2.0,0.0,1.0,1.0,161939.0,0.82,2.14,92.0,3.0,65.0,2.0,113.0,3.0,75.0,2.0,68.0,2.0,13.0,1.0,113.0,3.0,58.0,2.0,0.9003,0.7599,0.8485,0.8335,0.8596,48.0,-0.47
13217,GA,Newton County,113295.0,367.3,28.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,44047.0,0.39,0.49,49.0,2.0,77.0,2.0,51.0,2.0,48.0,2.0,57.0,2.0,67.0,2.0,72.0,2.0,157.0,4.0,0.707,0.7379,0.795,0.7514,0.2792,14.0,-0.13
13219,GA,Oconee County,41124.0,178.0,49.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0354,0.0182,0.228,0.5785,0.0096,20.0,-9.5
13221,GA,Oglethorpe County,15383.0,33.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,74.0,2.0,19.0,1.0,43.0,2.0,49.0,2.0,119.0,3.0,57.0,2.0,150.0,4.0,0.5217,0.6596,0.3814,0.7354,0.2012,3.0,-1.42
13223,GA,Paulding County,173359.0,455.9,26.0,52.0,1.0,0.0,1.0,0.0,1.0,0.0,72106.0,0.42,0.3,8.0,1.0,23.0,1.0,8.0,1.0,15.0,1.0,14.0,1.0,102.0,3.0,9.0,1.0,131.0,4.0,0.1376,0.2538,0.3142,0.5899,0.0194,14.0,-4.04
13225,GA,Peach County,27950.0,184.3,6.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,22826.0,0.82,0.43,104.0,3.0,88.0,3.0,128.0,4.0,70.0,2.0,69.0,2.0,98.0,3.0,107.0,3.0,62.0,2.0,0.9404,0.8602,0.6657,0.8774,0.9513,10.0,3.31
13227,GA,Pickens County,33127.0,126.8,14.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,34731.0,1.05,0.85,23.0,1.0,24.0,1.0,27.0,1.0,27.0,1.0,24.0,1.0,37.0,1.0,25.0,1.0,33.0,1.0,0.2796,0.4038,0.2493,0.304,0.319,13.0,-2.59
13229,GA,Pierce County,19522.0,59.3,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,102.0,3.0,76.0,2.0,120.0,4.0,81.0,3.0,99.0,3.0,130.0,4.0,44.0,2.0,21.0,1.0,0.657,0.7771,0.9328,0.5145,0.156,0.0,0.03
13231,GA,Pike County,19121.0,82.7,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,51.0,2.0,22.0,1.0,64.0,2.0,39.0,1.0,30.0,1.0,57.0,2.0,14.0,1.0,109.0,3.0,0.151,0.5283,0.0729,0.2324,0.0726,4.0,-4.25
13233,GA,Polk County,42840.0,133.7,12.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,27393.0,0.64,0.56,85.0,3.0,98.0,3.0,104.0,3.0,68.0,2.0,84.0,3.0,116.0,3.0,97.0,3.0,135.0,4.0,0.8048,0.7682,0.809,0.8249,0.4511,6.0,1.95
13235,GA,Pulaski County,11191.0,48.2,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13369.0,1.19,1.25,63.0,2.0,87.0,3.0,48.0,2.0,85.0,3.0,75.0,2.0,72.0,2.0,99.0,3.0,123.0,4.0,0.8459,0.8252,0.8236,0.3948,0.8701,9.0,1.52
13237,GA,Putnam County,22520.0,61.6,9.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,8566.0,0.38,0.8,41.0,2.0,58.0,2.0,39.0,1.0,41.0,2.0,50.0,2.0,41.0,2.0,78.0,2.0,84.0,3.0,0.428,0.4761,0.2601,0.7574,0.2719,8.0,-2.35
13239,GA,Quitman County,2271.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,4.0,152.0,4.0,74.0,2.0,150.0,4.0,122.0,4.0,135.0,4.0,151.0,4.0,137.0,4.0,0.9433,0.9723,0.9395,0.7794,0.6065,0.0,3.91
13241,GA,Rabun County,17273.0,44.0,12.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,7067.0,0.41,1.39,36.0,1.0,39.0,1.0,36.0,1.0,38.0,1.0,44.0,2.0,90.0,3.0,47.0,2.0,2.0,1.0,0.5341,0.5389,0.4887,0.567,0.462,8.0,-3.38
13243,GA,Randolph County,6682.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5462.0,0.82,0.6,156.0,4.0,148.0,4.0,142.0,4.0,156.0,4.0,159.0,4.0,149.0,4.0,118.0,3.0,9.0,1.0,0.9739,0.9637,0.994,0.4849,0.8873,3.0,5.6
13245,GA,Richmond County,202079.0,618.4,224.0,1323.0,8.0,0.0,3.0,0.0,3.0,2.0,286864.0,1.42,2.22,124.0,4.0,102.0,3.0,139.0,4.0,103.0,3.0,111.0,3.0,12.0,1.0,136.0,4.0,134.0,4.0,0.9328,0.8955,0.7249,0.7584,0.9261,60.0,2.42
13247,GA,Rockdale County,90939.0,656.6,65.0,129.0,1.0,0.0,1.0,0.0,0.0,0.0,51520.0,0.57,1.43,43.0,2.0,47.0,2.0,43.0,2.0,46.0,2.0,31.0,1.0,49.0,2.0,70.0,2.0,128.0,4.0,0.5529,0.6006,0.4814,0.9185,0.1627,20.0,-2.67
13249,GA,Schley County,5196.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,31.0,1.0,53.0,2.0,57.0,2.0,40.0,1.0,50.0,2.0,23.0,1.0,78.0,2.0,0.8248,0.901,0.8644,0.5355,0.4569,3.0,-0.59
13251,GA,Screven County,14012.0,22.6,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2930.0,0.21,0.29,110.0,3.0,134.0,4.0,101.0,3.0,113.0,3.0,132.0,4.0,113.0,3.0,131.0,4.0,86.0,3.0,0.8525,0.8166,0.5514,0.6329,0.8959,6.0,2.92
13253,GA,Seminole County,8060.0,37.1,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5046.0,0.63,2.48,128.0,4.0,94.0,3.0,125.0,4.0,132.0,4.0,101.0,3.0,110.0,3.0,90.0,3.0,88.0,3.0,0.8344,0.7611,0.7997,0.6291,0.7791,6.0,-0.32
13255,GA,Spalding County,67414.0,326.1,31.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,51083.0,0.76,0.92,111.0,3.0,103.0,3.0,102.0,3.0,122.0,4.0,86.0,3.0,52.0,2.0,124.0,4.0,141.0,4.0,0.8691,0.842,0.9029,0.5731,0.724,14.0,2.56
13257,GA,Stephens County,26107.0,146.1,17.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,13463.0,0.52,1.3,81.0,3.0,56.0,2.0,116.0,3.0,51.0,2.0,48.0,2.0,51.0,2.0,87.0,3.0,10.0,1.0,0.7968,0.8108,0.5626,0.5291,0.7781,8.0,-0.6
13259,GA,Stewart County,6689.0,13.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,4.0,138.0,4.0,127.0,4.0,142.0,4.0,141.0,4.0,100.0,3.0,132.0,4.0,121.0,4.0,0.9245,0.9844,0.192,0.9908,0.7759,3.0,3.96
13261,GA,Sumter County,29282.0,68.0,22.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,24720.0,0.84,1.5,123.0,4.0,106.0,3.0,109.0,3.0,136.0,4.0,97.0,3.0,27.0,1.0,133.0,4.0,143.0,4.0,0.9764,0.9484,0.6578,0.8571,0.979,8.0,2.52
13263,GA,Talbot County,6143.0,17.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,135.0,4.0,139.0,4.0,134.0,4.0,131.0,4.0,126.0,4.0,74.0,2.0,134.0,4.0,154.0,4.0,0.8589,0.8783,0.6823,0.6399,0.7453,1.0,2.51
13265,GA,Taliaferro County,1562.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,135.0,4.0,74.0,2.0,126.0,4.0,128.0,4.0,58.0,2.0,149.0,4.0,74.0,2.0,0.9089,0.9745,0.8889,0.4884,0.6934,1.0,2.95
13267,GA,Tattnall County,25365.0,53.2,6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,62.0,2.0,104.0,3.0,37.0,1.0,105.0,3.0,120.0,4.0,147.0,4.0,76.0,2.0,18.0,1.0,0.908,0.8022,0.4887,0.8475,0.9608,8.0,0.65
13269,GA,Taylor County,8074.0,23.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,133.0,4.0,60.0,2.0,135.0,4.0,142.0,4.0,78.0,2.0,135.0,4.0,110.0,3.0,0.9197,0.9707,0.7116,0.4957,0.9,2.0,2.88
13271,GA,Telfair County,15781.0,37.7,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,125.0,4.0,157.0,4.0,99.0,3.0,145.0,4.0,149.0,4.0,118.0,3.0,158.0,4.0,144.0,4.0,0.8369,0.8086,0.1277,0.9567,0.8672,1.0,3.05
13273,GA,Terrell County,8523.0,27.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,4.0,150.0,4.0,130.0,4.0,144.0,4.0,151.0,4.0,93.0,3.0,155.0,4.0,77.0,2.0,0.957,0.9672,0.8841,0.5199,0.9433,3.0,4.37
13275,GA,Thomas County,44372.0,82.1,41.0,154.0,1.0,0.0,1.0,0.0,0.0,1.0,39087.0,0.88,1.85,74.0,2.0,45.0,2.0,72.0,2.0,77.0,2.0,67.0,2.0,16.0,1.0,43.0,2.0,147.0,4.0,0.9108,0.7975,0.9424,0.7338,0.8093,18.0,-0.63
13277,GA,Tift County,40719.0,155.0,34.0,107.0,1.0,0.0,1.0,0.0,0.0,0.0,48109.0,1.18,1.67,93.0,3.0,62.0,2.0,94.0,3.0,104.0,3.0,74.0,2.0,54.0,2.0,61.0,2.0,49.0,2.0,0.8809,0.6981,0.7549,0.7459,0.9561,19.0,1.04
13279,GA,Toombs County,26973.0,74.8,25.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,15115.0,0.56,1.85,115.0,3.0,105.0,3.0,117.0,3.0,118.0,3.0,96.0,3.0,96.0,3.0,116.0,3.0,61.0,2.0,0.9761,0.8975,0.9363,0.851,0.9223,15.0,1.09
13281,GA,Towns County,12247.0,62.9,8.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,5648.0,0.46,1.31,13.0,1.0,25.0,1.0,16.0,1.0,11.0,1.0,18.0,1.0,32.0,1.0,52.0,2.0,6.0,1.0,0.3258,0.5538,0.3967,0.0449,0.3639,6.0,-4.75
13283,GA,Treutlen County,6822.0,34.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,119.0,3.0,82.0,3.0,130.0,4.0,133.0,4.0,88.0,3.0,120.0,4.0,70.0,2.0,0.9471,0.801,0.9217,0.8262,0.9401,2.0,2.85
13285,GA,Troup County,70214.0,162.0,38.0,114.0,1.0,0.0,1.0,0.0,0.0,0.0,58431.0,0.83,1.08,86.0,3.0,97.0,3.0,90.0,3.0,88.0,3.0,87.0,3.0,115.0,3.0,100.0,3.0,125.0,4.0,0.9013,0.8494,0.8456,0.7577,0.7838,11.0,1.9
13287,GA,Turner County,7882.0,31.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,138.0,4.0,147.0,4.0,119.0,3.0,148.0,4.0,156.0,4.0,63.0,2.0,147.0,4.0,97.0,3.0,0.9809,0.8815,0.9755,0.73,0.9666,3.0,3.9
13289,GA,Twiggs County,8103.0,25.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,151.0,4.0,117.0,3.0,158.0,4.0,111.0,3.0,93.0,3.0,89.0,3.0,127.0,4.0,113.0,3.0,0.758,0.943,0.8252,0.4199,0.2757,2.0,2.66
13291,GA,Union County,25358.0,66.3,16.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,21555.0,0.85,1.26,31.0,1.0,11.0,1.0,30.0,1.0,35.0,1.0,12.0,1.0,24.0,1.0,28.0,1.0,3.0,1.0,0.3115,0.3596,0.446,0.3578,0.3005,9.0,-3.73
13293,GA,Upson County,26527.0,84.0,17.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,30098.0,1.13,1.28,140.0,4.0,96.0,3.0,150.0,4.0,112.0,3.0,116.0,3.0,82.0,3.0,86.0,3.0,118.0,3.0,0.8532,0.9099,0.5712,0.5912,0.7644,15.0,3.23
13295,GA,Walker County,70116.0,154.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,75.0,2.0,48.0,2.0,93.0,3.0,66.0,2.0,63.0,2.0,60.0,2.0,38.0,1.0,94.0,3.0,0.6408,0.7608,0.7233,0.2856,0.4989,12.0,-1.16
13297,GA,Walton County,96875.0,257.2,22.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,21603.0,0.22,0.45,37.0,1.0,40.0,1.0,41.0,2.0,32.0,1.0,36.0,1.0,55.0,2.0,29.0,1.0,153.0,4.0,0.293,0.5003,0.5304,0.5651,0.0328,19.0,-3.14
13299,GA,Ware County,35826.0,40.7,24.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,40329.0,1.13,1.34,127.0,4.0,107.0,3.0,132.0,4.0,120.0,4.0,129.0,4.0,81.0,3.0,114.0,3.0,31.0,1.0,0.8449,0.7242,0.894,0.4565,0.9029,20.0,3.05
13301,GA,Warren County,5232.0,20.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,152.0,4.0,143.0,4.0,154.0,4.0,152.0,4.0,117.0,3.0,36.0,1.0,154.0,4.0,158.0,4.0,0.8946,0.9236,0.6039,0.6905,0.8217,2.0,2.27
13303,GA,Washington County,20150.0,31.2,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,14654.0,0.73,1.09,80.0,2.0,101.0,3.0,71.0,2.0,89.0,3.0,138.0,4.0,68.0,2.0,108.0,3.0,23.0,1.0,0.9462,0.9239,0.7982,0.738,0.9252,10.0,1.78
13305,GA,Wayne County,30023.0,46.9,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,12750.0,0.42,0.8,99.0,3.0,99.0,3.0,110.0,3.0,87.0,3.0,92.0,3.0,123.0,4.0,93.0,3.0,102.0,3.0,0.9166,0.8621,0.4779,0.745,0.9752,17.0,1.81
